# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/D - 06(fld 11 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
3,356,302,575
3,301,331,2030
4,137,348,616
4,228,406,360
4,204,420,204
4,159,440,285
5,886,384,338
5,940,407,200
5,903,417,176
5,867,422,187
5,968,427,196
5,854,520,512
5,1064,519,285
5,772,521,288
5,1052,548,169
5,771,567,575
6,440,472,378
6,554,490,289
7,331,451,1053
7,427,474,2068
7,380,521,306
8,739,531,19320
8,653,534,550
8,649,567,204
8,701,621,228
9,1168,493,240
9,1088,507,435
9,1064,519,285
9,1178,528,168
9,1140,536,588
9,1052,548,169
9,1110,556,484
9,1069,616,306
11,254,498,1144
11,208,682,420
12,321,737,420
12,172,777,3245
12,326,770,750
12,254,805,552
13,561,843,160
14,1821,676,224
14,1864,684,170
14,1836,706,495
14,1888,904,156
16,310,872,10126
16,269,941,216
16,320,966,224
17,1998,819,1073
17,1960,838,725
17,1992,843,176
17,1940,857,304
17,1902,872,696
17,1935,899,170
17,2002,908,210
17,1977,950,360
17,1862,960,266
17,1889,966,187
17,2000,994,330
17,1906,1005,930
17,1938,1023,1280
17,1975,1018,208
18,1208,1129,459
18,1237,1143,475
18,1151,1217,391
18,1193,1233,399
19,138,1187,238
19,201,1302,667
19,19,1351,182
20,1358,1405,288
20,1337,1452,420
20,1373,1494,874
20,1411,1496,368
22,230,1978,1672
22,274,1973,736
22,283,1999,154
