# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/A - 07(fld 08 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1014,302,3770
0,968,286,528
0,966,325,400
0,990,334,256
0,1032,403,783
1,908,278,240
1,931,286,342
1,970,286,323
1,966,325,342
1,952,356,1104
1,840,384,336
1,926,389,204
1,801,427,192
2,751,387,231
2,721,401,432
2,801,427,192
2,778,486,380
3,438,545,580
3,485,595,200
4,438,545,580
4,485,595,200
5,69,573,399
5,116,620,5376
5,221,611,1548
5,93,655,441
5,192,660,840
5,160,696,342
5,117,707,624
5,97,733,247
5,186,755,660
5,121,788,2204
5,197,778,234
6,973,884,442
6,1019,927,1681
6,1068,926,390
6,1060,964,736
6,1026,964,238
6,1047,994,425
7,1246,943,4650
7,1204,1000,1920
7,1248,1018,256
7,1238,1033,260
7,1263,1055,475
7,1205,1068,1344
7,1167,1062,221
7,1268,1090,810
7,1268,1134,420
7,1217,1181,234
8,580,1025,280
8,471,1027,351
8,751,1048,288
8,549,1051,196
8,533,1130,80951
8,594,1220,2368
8,345,1225,1462
8,689,1229,1173
8,366,1270,930
9,973,884,442
9,1019,927,1681
9,1068,926,390
9,1245,941,2923
9,1060,964,736
9,1026,964,238
9,1204,1000,1920
9,1047,994,425
9,1248,1018,256
9,1237,1033,273
9,1263,1055,500
9,1206,1067,1452
9,1167,1062,221
9,1256,1071,264
9,1264,1095,1476
9,1268,1134,420
9,1217,1181,285
9,1084,1235,3608
9,1022,1277,221
9,1012,1301,160
10,670,1343,484
11,278,1170,5640
11,345,1225,1462
11,367,1268,3078
11,339,1294,209
11,373,1331,1254
11,416,1358,1215
11,295,1364,391
11,268,1377,868
11,357,1385,1680
11,519,1419,3315
11,346,1430,1537
11,426,1433,1470
11,469,1517,4312
11,541,1512,910
11,371,1508,378
12,1022,1277,221
12,1011,1301,204
12,974,1378,725
12,1180,1407,504
14,1117,1549,322
14,1089,1610,504
14,1061,1643,1840
14,1061,1680,288
14,1259,1702,297
14,1110,1724,780
14,1172,1728,1645
14,1038,1724,435
14,1206,1777,3540
14,1051,1773,289
15,1008,1680,1932
15,1061,1680,224
15,1033,1752,6912
15,1109,1722,361
15,984,1795,784
15,943,1821,320
15,988,1846,1225
