# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/F - 04(fld 10 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1812,110,261
0,1798,135,475
0,1857,158,198
0,1728,165,240
0,1805,190,1240
0,1657,186,988
0,1731,182,228
1,426,161,176
1,512,185,240
1,473,202,980
1,405,257,1924
2,1502,138,180
2,1535,155,744
2,1633,166,300
2,1635,208,255
3,283,129,360
3,316,148,360
3,260,153,713
3,347,192,182
3,278,220,391
4,1400,267,325
4,1445,272,500
4,1437,290,442
5,1721,211,518
5,1782,286,342
5,1727,294,408
5,1716,324,288
5,1764,327,180
5,1792,343,240
6,590,279,756
6,622,276,437
6,633,306,209
6,719,368,238
7,749,336,396
7,792,336,513
7,828,349,192
7,722,368,814
7,750,376,525
7,731,395,594
7,821,439,272
9,528,392,580
9,442,457,784
9,485,480,187
9,532,547,192
10,778,488,324
10,768,515,270
11,365,525,930
11,407,538,1155
11,317,548,1900
11,354,585,306
11,314,597,418
11,321,625,231
11,365,635,169
12,755,629,1428
12,791,620,176
12,791,648,550
12,816,674,621
12,786,693,484
12,673,704,270
12,757,717,256
12,727,733,475
12,853,774,228
12,865,792,399
12,808,806,416
12,855,813,540
12,821,825,273
12,828,843,462
12,857,858,300
13,816,674,621
13,944,695,323
13,808,735,238
13,853,774,228
13,864,802,2646
13,887,805,240
13,811,806,528
13,821,825,273
13,828,843,462
13,856,858,315
15,387,797,144
16,1245,719,330
16,1253,742,598
16,1241,772,340
16,1262,773,182
16,1249,797,900
17,1751,871,208
17,1704,876,208
17,1765,884,209
17,1787,890,210
17,1817,897,340
17,1719,900,272
17,1692,906,156
17,1679,916,168
17,1711,934,1496
17,1758,922,153
17,1743,939,180
17,1840,960,360
17,1753,990,704
17,1811,999,357
17,1724,1001,156
17,1796,1026,910
17,1809,1063,440
18,82,907,702
18,48,932,1972
18,118,919,256
18,82,933,176
18,105,938,150
18,93,953,195
18,110,962,144
18,161,989,1312
18,48,1019,374
18,160,1033,864
18,84,1032,399
18,126,1046,270
19,389,1001,475
19,399,1073,304
19,460,1079,187
20,1140,1139,210
20,1011,1149,484
20,1036,1149,252
20,1041,1168,247
20,1078,1177,190
21,233,1147,1617
22,1808,1096,288
22,1867,1101,150
22,1749,1205,2460
23,77,1284,143
24,1327,1363,225
24,1211,1365,180
24,1290,1378,208
24,1273,1390,156
25,996,1356,725
26,1825,1289,9126
26,1720,1289,528
26,1722,1335,322
26,1692,1340,196
26,1700,1364,247
26,1703,1387,414
27,1703,1520,231
27,1679,1522,132
27,1739,1536,156
27,1693,1543,308
27,1730,1557,480
27,1688,1580,896
28,706,1566,144
28,663,1588,400
28,599,1602,2870
28,640,1599,165
28,718,1629,270
28,533,1645,638
29,1520,1592,418
29,1523,1621,432
30,451,1604,220
30,483,1686,390
32,706,1566,196
32,783,1568,345
32,811,1570,294
32,663,1587,420
32,753,1595,450
32,761,1625,216
32,718,1629,285
33,1523,1621,391
33,1523,1766,598
33,1508,1781,196
34,663,1588,306
34,598,1602,2911
34,753,1595,450
34,640,1599,165
34,451,1604,220
34,761,1625,216
34,718,1629,285
34,530,1649,1457
34,656,1691,4959
34,655,1736,153
34,672,1782,1480
34,610,1792,390
34,664,1826,961
35,1713,1804,399
35,1764,1810,210
35,1738,1834,216
35,1732,1853,224
36,672,1781,1443
36,610,1792,375
36,664,1826,930
38,1322,1902,1026
39,1732,1853,224
