# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/B - 06(fld 06 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,467,242,1624
0,435,253,204
0,463,265,210
0,490,275,728
0,382,286,600
0,471,300,850
0,363,323,782
1,850,297,240
1,873,318,150
1,779,367,154
2,1603,405,920
3,467,242,1624
3,463,265,182
3,490,275,728
3,464,293,180
3,481,301,312
3,573,359,1400
3,607,372,320
3,628,371,180
3,617,420,5382
3,588,408,3008
3,577,437,775
3,606,477,1927
3,521,466,352
3,551,475,986
4,1909,495,240
4,1856,546,462
4,1950,542,204
4,1891,565,1470
4,1935,552,192
4,1899,556,273
4,1856,559,154
4,1863,590,528
4,1900,605,169
5,975,471,288
5,993,486,837
5,939,504,182
5,985,512,156
5,931,526,210
5,976,525,132
5,891,542,288
6,1540,490,420
6,1467,529,1170
6,1514,532,459
6,1538,557,2080
6,1460,567,462
6,1516,591,2412
6,1454,586,555
6,1621,593,300
6,1463,599,192
6,1479,626,1505
6,1589,634,550
6,1484,648,320
6,1505,658,644
6,1545,662,1363
7,299,513,675
7,391,540,255
7,397,582,240
7,296,592,132
7,315,658,264
8,1196,499,169
8,1237,511,621
8,1196,519,798
8,1255,529,288
8,1211,546,460
8,1190,553,288
8,1155,552,165
8,1152,586,480
8,1189,581,420
8,1226,622,5185
9,296,592,132
9,232,664,510
9,182,693,1320
9,221,725,1517
10,1864,590,544
10,1900,605,169
10,1796,684,324
11,1734,806,225
11,1758,823,342
11,1731,824,528
12,1495,821,441
12,1512,830,456
12,1483,839,345
12,1493,871,792
14,1655,832,171
14,1586,855,252
14,1677,870,460
14,1660,895,1444
14,1626,883,325
15,1238,865,648
15,1308,880,1092
15,1270,898,1634
15,1224,950,323
15,1273,976,483
16,1434,949,2352
16,1468,972,925
16,1528,971,288
16,1425,988,300
16,1508,1015,1312
16,1473,1026,552
16,1392,1088,204
17,1365,1097,2090
17,1392,1089,192
17,1364,1143,3364
17,1399,1125,330
18,1763,1149,480
18,1755,1188,2257
19,1146,1162,180
19,1174,1199,2808
19,1118,1197,260
19,1085,1206,512
19,1094,1234,176
19,1135,1247,1120
20,1516,1275,648
20,1400,1304,609
20,1509,1321,2640
20,1437,1310,165
20,1401,1333,414
20,1409,1350,210
20,1431,1368,1672
20,1494,1357,638
20,1479,1388,1254
21,529,1294,1628
21,505,1351,1320
21,475,1395,280
21,507,1399,252
21,489,1408,272
21,498,1427,140
22,314,1333,2915
22,359,1364,255
22,334,1412,1368
22,299,1437,180
23,1729,1485,840
23,1779,1486,320
23,1822,1511,578
23,1716,1528,1222
23,1781,1523,182
23,1822,1553,2600
23,1868,1561,448
23,1689,1574,672
23,1809,1589,216
23,1841,1596,288
23,1865,1597,270
23,1809,1606,323
23,1776,1619,550
23,1864,1619,459
23,1768,1644,256
23,1859,1651,361
23,1793,1651,368
23,1895,1668,528
23,1700,1695,2793
23,1784,1695,3525
23,1870,1685,165
23,1744,1731,247
23,1791,1735,195
23,1721,1752,598
24,542,1600,770
24,514,1611,1088
25,353,1546,187
25,329,1562,806
25,376,1582,300
25,308,1597,195
25,332,1600,168
25,397,1652,380
26,356,1635,140
26,397,1652,380
26,417,1679,228
26,220,1725,780
26,276,1769,1836
26,208,1764,378
27,1420,1680,600
27,1400,1714,476
27,1347,1716,624
28,1061,1686,240
28,1148,1692,783
28,1119,1698,588
28,1087,1728,1050
28,1140,1735,1456
28,1218,1738,154
28,1061,1748,598
28,1193,1748,360
28,1054,1779,405
28,1044,1795,294
28,1164,1809,450
28,1061,1811,315
28,1132,1824,1184
28,1075,1830,300
28,1153,1840,644
28,1148,1864,195
28,1166,1889,864
29,492,1788,156
29,524,1793,324
29,557,1807,2280
29,505,1819,480
29,472,1821,208
29,595,1839,551
29,455,1853,182
29,591,1862,323
29,499,1866,224
29,596,1885,306
29,481,1906,285
29,560,1917,391
29,615,1918,272
29,457,1917,169
29,511,1920,204
29,536,1924,420
29,585,1953,625
29,505,1957,810
29,541,1967,270
29,566,1970,480
30,316,1820,336
30,405,1898,180
30,265,1911,180
30,365,1955,1216
31,265,1911,180
31,152,1916,168
32,760,1921,462
32,824,1962,238
32,708,1986,300
