# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/B - 05(fld 05 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,552,141,378
0,513,177,182
0,425,186,884
0,490,210,1598
1,1307,213,816
1,1259,229,315
2,1181,148,3960
2,1114,131,238
2,1118,201,285
3,512,178,240
3,596,225,308
3,638,279,160
3,534,326,3685
4,423,186,1320
4,488,208,1080
4,373,232,342
5,806,341,1025
6,1340,428,484
6,1429,488,324
7,862,359,17334
7,928,433,247
7,900,476,513
7,818,490,169
9,439,386,6860
10,693,459,23868
10,917,385,1470
10,452,384,1872
10,929,434,280
10,900,476,600
10,818,493,266
10,540,514,552
10,828,522,484
10,761,554,1254
10,514,571,4182
10,849,595,572
10,767,600,169
10,625,637,4464
10,792,614,315
10,777,626,200
10,883,661,1147
10,600,761,19800
10,462,767,1650
10,513,829,156
10,690,878,345
10,639,897,324
10,597,898,270
11,1543,469,437
11,1486,475,528
11,1555,501,540
11,1591,543,2394
11,1438,569,1053
11,1533,579,2814
11,1581,603,450
11,1447,607,912
11,1511,642,2795
11,1555,631,418
11,1428,663,378
12,252,433,306
12,254,486,754
12,217,501,336
13,900,476,600
13,818,493,266
13,828,522,484
13,849,595,572
13,792,614,315
13,883,661,1147
14,409,632,255
14,484,711,195
15,1091,631,323
16,697,532,880
16,828,522,484
16,761,554,1254
16,849,595,572
16,792,614,315
16,777,626,200
17,1426,662,616
17,1359,669,810
17,1325,676,414
17,1423,731,1782
17,1268,740,168
18,1205,716,256
18,1145,718,285
18,1268,740,368
18,1131,753,527
18,1282,834,625
19,346,733,210
19,292,737,361
20,1795,869,1170
20,1834,908,234
21,1579,786,987
21,1596,829,418
21,1500,888,504
22,1283,834,552
23,1446,883,180
23,1501,889,322
23,1498,954,440
24,513,829,156
24,690,878,322
24,781,900,3120
24,639,897,324
24,597,898,270
24,608,928,323
24,603,970,1312
24,825,965,208
24,663,993,504
24,610,1014,330
24,789,1019,323
24,741,1036,486
24,842,1067,7938
24,828,1129,195
25,1686,922,6764
25,1681,1042,999
26,1780,934,1584
26,1800,986,651
26,1738,1014,234
27,1138,1030,187
27,997,1108,270
29,1582,1070,440
30,841,1066,7144
30,928,1057,754
30,926,1098,240
30,997,1108,270
30,825,1128,750
30,880,1221,308
31,1855,1279,1210
31,1977,1318,224
31,1970,1380,306
31,1916,1388,208
31,1842,1414,2491
31,2007,1422,775
31,1895,1433,210
31,1934,1465,180
32,261,1272,1110
32,207,1295,286
32,236,1319,247
32,266,1332,304
32,216,1346,330
33,1275,1296,272
33,1272,1356,304
34,1729,1341,638
34,1743,1444,9288
34,1647,1448,567
35,1510,1441,1080
35,1648,1448,588
35,1557,1477,360
35,1588,1476,170
35,1652,1513,210
35,1498,1531,1116
35,1638,1529,238
35,1603,1562,558
35,1644,1586,1302
35,1680,1588,169
35,1570,1608,256
36,1895,1433,210
36,1795,1436,252
36,1733,1469,3180
36,1934,1465,180
36,1868,1482,380
36,1815,1512,234
36,1745,1528,286
36,1793,1598,216
36,1705,1618,552
36,1737,1624,396
36,1811,1643,361
36,1776,1669,240
37,1398,1462,1519
37,1343,1502,744
37,1498,1531,1116
37,1432,1537,924
37,1442,1559,195
38,1213,1629,225
38,1185,1692,306
38,1230,1756,182
39,627,1822,11948
40,1570,1608,224
40,1649,1715,242
40,1598,1784,1920
41,182,1658,3009
41,293,1683,384
41,314,1683,224
41,246,1687,224
41,164,1755,3422
41,279,1808,176
41,199,1826,224
42,709,1745,288
42,825,1758,744
43,1447,1823,323
43,1402,1832,425
43,1468,1838,196
43,1411,1858,1980
44,1649,1715,242
44,1662,1810,638
45,1718,1618,2940
45,1812,1643,323
45,1825,1702,12528
45,1891,1733,288
45,1881,1795,552
45,1889,1829,529
45,1842,1839,342
45,1705,1876,5538
45,1846,1880,195
45,1853,1913,840
46,1662,1810,638
46,1447,1823,342
46,1468,1838,196
