# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 11(fld 05 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,467,102,378
0,445,131,392
0,427,146,704
1,920,111,609
1,943,146,638
1,941,179,612
1,879,213,306
2,313,119,627
2,398,184,228
2,278,189,238
2,326,240,1325
3,585,115,368
3,596,145,279
3,560,199,1845
3,580,234,756
3,604,244,336
3,637,254,792
3,553,262,504
3,574,263,180
3,607,272,406
3,568,282,216
4,224,121,4554
4,187,185,768
4,223,214,252
4,170,294,340
5,403,187,1530
5,487,239,528
5,467,267,231
5,493,273,396
5,440,297,1224
5,405,299,216
5,469,310,576
5,531,467,754
6,1732,241,558
6,1739,278,294
6,1720,286,280
6,1801,287,154
7,1862,293,255
7,1938,316,1053
9,405,299,216
9,469,310,576
9,657,393,1144
9,543,402,713
9,287,404,456
9,833,442,850
9,279,436,221
9,311,440,528
9,872,453,2160
9,657,438,285
9,600,442,540
9,796,445,486
9,919,457,532
9,531,465,1292
9,676,464,494
9,844,461,182
9,308,466,210
9,459,540,49410
9,796,468,432
9,585,477,1224
9,819,480,320
9,656,488,418
9,612,490,276
9,545,496,272
9,617,511,1365
9,818,503,198
9,718,512,1782
9,291,513,1221
9,826,526,234
9,667,531,208
9,765,545,216
9,651,550,300
9,873,581,4539
9,706,570,432
9,663,567,195
9,623,576,256
9,341,591,812
9,954,602,1325
9,1001,606,728
9,627,610,468
9,756,612,260
10,657,393,1118
10,543,402,690
10,657,438,285
10,603,442,391
10,531,465,1254
10,677,461,312
10,587,479,930
10,656,488,418
10,612,490,253
10,545,496,272
10,617,511,1365
11,1803,444,1560
12,833,442,850
12,872,453,2160
12,796,445,468
12,919,457,532
12,844,461,168
12,796,468,432
12,819,480,320
12,818,503,198
12,826,526,221
12,765,545,216
12,873,581,4400
12,954,602,1325
12,902,614,240
12,938,637,156
12,946,649,513
13,1567,534,224
13,1477,570,238
13,1531,583,342
13,1489,603,208
13,1464,634,228
14,819,480,320
14,818,503,198
14,727,514,624
14,826,526,234
14,765,545,216
14,851,580,2107
14,758,617,1462
15,341,591,812
16,216,463,665
16,308,466,210
16,196,496,672
16,154,506,368
16,291,513,1221
16,220,524,1080
16,341,591,812
16,109,638,168
17,1816,543,930
17,1755,541,256
17,1784,564,272
17,1830,573,360
17,1765,578,225
17,1848,585,468
17,1728,591,315
17,1860,612,812
17,1739,643,3337
17,1820,666,840
17,1708,687,672
17,1735,713,408
17,1786,724,1053
18,656,488,418
18,718,512,1782
18,666,531,232
18,652,550,312
18,706,570,432
18,663,567,195
18,727,667,1050
19,650,550,377
19,663,567,195
19,622,576,306
19,629,615,1728
19,615,640,437
19,632,650,456
19,571,696,1488
19,660,685,400
19,609,732,627
20,1741,655,448
20,1820,666,840
20,1667,684,754
20,1708,687,648
20,1735,713,391
20,1788,725,1350
20,1651,721,340
20,1624,721,195
20,1737,736,322
20,1731,764,1332
20,1658,782,2040
20,1633,789,192
20,1704,796,1232
21,895,580,943
21,954,602,1325
21,1001,606,728
21,902,614,240
21,938,637,156
21,946,649,513
21,962,660,288
21,951,674,442
21,1057,700,4332
21,969,701,612
21,925,719,1508
21,1055,738,210
21,920,757,462
21,1041,764,696
21,1039,797,483
21,1010,815,1218
21,1123,873,247
21,1138,880,288
21,1082,911,220
21,1096,919,493
21,1172,921,272
21,1103,957,323
21,1087,973,690
21,1118,973,270
21,1116,989,230
21,1135,1012,1224
21,1106,1007,252
22,714,745,1804
22,738,799,5312
22,790,777,336
22,792,796,294
22,825,812,1020
22,784,835,440
22,761,838,520
22,826,846,594
22,816,865,544
22,729,862,506
22,802,886,357
23,1737,819,2838
23,1594,813,192
23,1541,835,696
23,1619,831,416
23,1598,859,375
23,1680,871,192
23,1594,911,1462
23,1733,940,768
24,1911,891,224
26,1804,827,2108
26,1893,881,2360
26,1778,896,506
26,1835,893,190
26,1799,925,162
26,1851,931,340
26,1847,977,3876
26,1791,966,420
26,1735,972,600
27,1123,873,285
27,1138,880,306
27,1082,911,220
27,1097,919,522
27,1172,921,272
27,1104,958,360
27,1087,973,690
27,1118,973,285
27,1116,988,253
27,1132,1012,1404
27,1106,1007,252
28,352,944,364
28,340,965,345
28,347,1001,2300
28,385,1022,624
28,405,1020,266
29,557,1038,176
29,580,1063,832
29,476,1069,224
29,466,1085,156
29,583,1095,660
29,620,1111,272
29,553,1129,2145
29,459,1123,294
29,599,1132,456
29,602,1162,1330
29,501,1167,720
29,483,1162,156
29,530,1168,391
29,480,1186,408
29,519,1196,1036
29,555,1195,528
29,578,1190,195
32,842,1275,476
32,790,1291,266
33,1051,1243,1176
33,1089,1236,294
33,1131,1265,891
33,1104,1265,384
33,1026,1271,1080
33,1014,1298,294
33,1139,1326,2090
33,1014,1325,414
33,1112,1341,176
33,1028,1360,725
33,1048,1357,190
33,1108,1362,744
33,1071,1368,1620
34,1109,1564,260
34,1087,1575,204
34,1108,1582,729
34,1050,1580,238
34,939,1587,360
34,1033,1588,224
34,1084,1607,440
34,1051,1622,240
34,1018,1655,300
35,1173,1553,1280
37,1468,1671,550
37,1442,1711,702
37,1468,1723,221
38,1821,1686,552
38,1787,1685,280
38,1762,1699,460
38,1838,1701,273
38,1788,1738,195
38,1840,1749,324
38,1755,1762,323
38,1819,1766,210
38,1837,1772,304
39,994,1771,250
39,995,1820,162
39,1028,1828,1530
39,1065,1840,392
40,1242,1733,360
40,1216,1732,168
40,1278,1754,352
40,1215,1758,216
40,1235,1791,560
40,1240,1822,1530
40,1195,1819,416
40,1289,1835,180
40,1244,1856,182
40,1215,1879,374
40,1192,1874,240
41,1416,1889,140
41,1409,1902,399
41,1534,1908,630
41,1389,1920,576
41,1425,1930,1120
41,1457,1933,588
41,1526,1941,594
41,1489,1943,182
41,1444,1971,675
42,1868,1921,532
