# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/A - 05(fld 10 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1429,154,792
0,1389,158,425
0,1373,186,870
0,1386,223,836
0,1415,248,182
0,1293,282,1320
0,1337,288,493
0,1704,344,13080
0,1670,398,629
0,1710,435,1218
0,1786,924,154
0,1562,960,196
0,1627,961,195
0,1603,964,340
0,1643,973,306
0,1618,981,196
0,1673,1021,255
1,1704,345,12960
1,1671,399,576
1,1711,436,1036
4,1111,943,176
4,1013,989,270
4,1045,1092,999
4,1049,1113,289
4,1113,1134,1496
4,1036,1136,330
4,1081,1149,208
4,1031,1169,575
5,1266,1025,225
5,1355,1032,902
5,1389,1031,525
5,1298,1067,425
6,1627,960,169
6,1562,961,156
6,1603,964,323
6,1617,980,169
6,1592,1045,9408
6,1496,1089,352
6,1566,1113,288
6,1495,1127,800
6,1538,1124,224
6,1569,1131,209
6,1619,1147,192
6,1637,1163,195
6,1513,1173,644
6,1614,1181,1224
6,1578,1202,150
6,1605,1259,483
7,299,1396,322
7,258,1430,294
7,230,1478,500
7,252,1486,169
7,273,1509,252
7,294,1514,294
7,278,1550,360
7,233,1556,270
7,394,1591,176
7,387,1617,360
7,248,1637,731
8,1284,1420,580
8,1326,1430,1505
8,1325,1486,1160
9,1517,1449,735
9,1558,1467,126
9,1474,1498,338
9,1571,1522,1025
9,1520,1532,1025
9,1503,1521,170
9,1500,1543,204
9,1524,1575,440
9,1590,1592,441
9,1556,1594,575
9,1573,1624,1512
9,1531,1611,240
10,273,1509,252
10,294,1514,294
10,278,1550,360
10,233,1556,270
10,248,1637,731
11,633,1687,9804
12,1556,1594,575
12,1699,1598,252
12,1573,1624,1512
12,1531,1611,240
12,1705,1621,238
12,1756,1628,650
12,1695,1734,204
12,1598,1761,870
12,1557,1767,483
13,494,1919,462
13,555,1951,484
13,478,1972,352
13,551,1968,210
13,488,1995,225
13,521,2000,247
