# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/B - 04(fld 06 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,710,51,1026
0,728,85,323
0,638,108,640
0,757,167,1020
0,687,170,182
0,766,211,352
1,757,166,1080
1,788,191,252
1,766,211,352
1,757,231,392
1,885,233,357
1,792,267,361
1,825,274,300
1,809,308,1610
3,301,197,208
3,343,202,209
3,370,216,182
3,255,243,2772
3,296,220,300
3,386,253,483
3,248,289,224
3,235,297,216
3,296,307,360
3,322,309,176
3,239,318,240
3,263,317,432
3,343,328,1102
3,222,316,190
3,378,325,266
3,287,348,756
3,319,357,312
3,240,364,180
4,1245,338,475
4,1319,338,513
4,1268,336,195
4,1285,363,1054
4,1158,398,1092
4,1206,406,576
4,1118,430,899
4,1176,421,330
4,1273,441,1360
4,1132,469,576
4,1163,477,252
4,1099,487,176
4,1142,492,360
4,1277,502,475
4,1184,504,169
4,1161,508,204
4,1122,510,323
4,1244,512,312
4,1208,524,525
4,1236,531,480
4,1157,533,600
4,1216,539,270
4,1181,547,348
5,775,541,168
5,732,563,208
5,697,610,630
5,824,642,270
5,713,646,170
5,728,652,240
5,755,665,450
5,793,669,273
6,376,788,736
6,421,793,432
6,361,802,399
6,394,834,266
6,349,840,360
6,407,852,682
6,349,910,792
6,436,926,270
6,378,942,272
7,777,915,300
7,758,919,315
7,747,960,520
7,804,973,1122
7,750,989,621
8,1517,1037,616
8,1487,1075,462
8,1516,1070,252
8,1491,1097,220
9,1636,997,342
9,1653,1020,480
9,1698,1026,690
9,1683,1048,270
9,1730,1060,209
9,1762,1070,368
9,1597,1107,272
10,1375,1025,2450
10,1314,1044,266
10,1350,1071,1152
10,1419,1080,210
10,1306,1106,440
10,1261,1155,234
10,1404,1182,520
10,1286,1200,780
10,1324,1204,204
11,1106,1171,756
11,1192,1168,156
11,1075,1209,182
11,1129,1228,1054
11,1088,1228,286
11,1165,1239,441
12,161,1154,1092
12,117,1206,5418
12,172,1191,168
13,1404,1182,520
13,1324,1204,204
13,1464,1224,348
13,1334,1237,940
13,1423,1253,255
13,1327,1259,272
13,1341,1277,208
13,1380,1285,528
13,1349,1298,486
14,1547,1219,1036
14,1514,1218,420
14,1570,1224,414
15,1290,1198,450
15,1324,1204,204
15,1075,1209,182
15,1127,1230,1365
15,1334,1237,940
15,1088,1228,286
15,1165,1239,441
15,1327,1259,272
15,1341,1277,208
15,1174,1316,160
15,1335,1334,2350
15,1223,1354,1833
15,1178,1345,180
15,1192,1359,352
16,567,1377,196
17,1582,1327,170
17,1625,1361,170
17,1486,1371,391
17,1617,1387,1053
17,1566,1399,540
17,1526,1405,187
17,1595,1407,195
17,1546,1414,368
17,1524,1422,300
17,1591,1437,399
17,1616,1440,624
17,1517,1437,280
17,1549,1456,1386
17,1581,1458,255
18,1335,1332,992
18,1223,1354,1833
18,1192,1358,368
18,1486,1371,374
18,1481,1396,195
18,1370,1498,450
19,806,1469,300
19,746,1517,286
20,747,1517,180
20,772,1568,228
20,647,1587,216
20,772,1587,360
20,791,1586,180
20,637,1606,374
20,749,1620,200
20,731,1625,380
20,752,1656,187
20,763,1667,182
20,727,1679,468
22,1359,1671,1404
22,1400,1679,416
22,1303,1715,2150
22,1430,1704,840
22,1386,1702,342
22,1349,1730,1435
22,1325,1755,594
22,1328,1784,1176
22,1369,1789,300
22,1360,1802,196
23,1076,1737,342
23,1039,1755,208
23,1016,1768,529
23,1133,1772,306
23,1105,1827,380
23,964,1834,380
23,1084,1840,280
24,306,1664,132
24,280,1671,180
24,254,1693,816
24,311,1688,176
24,224,1694,221
24,278,1712,322
24,338,1732,1232
24,237,1723,768
24,294,1744,176
24,273,1760,320
24,425,1775,272
24,260,1778,195
24,223,1783,384
24,242,1825,899
24,326,1851,575
25,425,1775,272
25,465,1836,240
25,476,1901,675
25,445,1908,525
25,415,1925,448
25,486,1925,228
25,495,1948,460
25,452,1951,320
25,659,1982,323
25,536,1995,182
25,623,2002,384
25,568,2008,208
26,1153,1897,648
26,1064,1910,252
26,1166,1927,192
26,1076,1946,567
26,1173,1958,182
26,1141,1990,170
26,1124,2000,156
