# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/A - 10(fld 12 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,893,152,731
0,902,178,357
0,852,229,308
0,614,278,1023
0,670,381,380
1,75,226,425
1,192,267,3053
1,133,260,456
1,253,361,297
1,399,365,330
1,76,404,299
2,1025,85,510
2,1228,152,648
2,893,152,731
2,902,178,357
2,1214,201,238
2,1208,224,330
2,1262,244,204
2,1411,261,572
2,942,263,357
2,1225,273,858
2,1352,291,510
2,1180,296,234
2,1210,325,464
2,1341,341,918
2,1275,342,494
2,1074,349,986
2,1310,380,3216
2,1216,371,323
2,1108,391,676
2,1077,387,544
2,1223,413,3540
3,614,278,1023
3,670,381,380
3,626,439,360
3,584,448,1482
4,1735,292,868
4,1600,329,480
4,1655,343,1128
4,1705,374,1000
4,1578,386,1015
5,1411,261,572
5,1352,291,510
5,1341,341,918
7,1479,555,992
7,1532,565,220
7,1554,623,650
7,1606,633,255
7,1577,644,396
7,1460,678,2928
7,1598,675,210
7,1515,715,1892
8,691,562,1598
8,563,602,360
8,455,632,225
8,767,642,768
8,995,750,9591
8,664,714,374
8,872,743,910
8,738,744,1015
8,798,743,462
8,828,745,648
8,920,769,255
8,797,773,280
8,719,797,289
8,880,822,380
8,757,878,304
8,739,910,1470
8,708,942,561
8,684,1030,756
8,609,1094,420
8,656,1097,546
9,1528,762,196
10,1479,555,992
10,1171,646,270
10,1471,658,500
10,1327,677,360
10,1456,682,750
10,1332,732,8580
10,1070,739,2736
10,1123,724,224
10,1142,727,276
10,1088,783,594
10,1253,792,527
10,1232,801,420
10,1391,894,260
10,1356,898,285
10,1335,947,336
10,1308,951,224
11,1391,894,260
11,1356,898,266
11,1335,947,336
11,1308,951,224
11,1316,972,400
11,1416,982,650
11,1424,1003,435
11,1353,1007,169
11,1390,1024,414
11,1294,1142,361
12,1298,1142,532
12,1338,1188,266
12,1031,1205,348
14,1919,1179,224
14,1968,1182,225
14,1944,1196,728
15,1444,1321,459
15,1481,1326,504
15,1474,1340,360
15,1290,1374,368
16,609,1094,420
16,442,1300,884
16,254,1364,306
16,596,1368,561
16,331,1407,780
16,392,1424,660
17,1737,1398,783
17,1811,1434,342
17,1788,1435,252
17,1763,1436,247
18,1031,1205,348
18,1444,1321,459
18,1481,1326,504
18,1474,1340,360
18,1498,1376,1050
18,1290,1374,368
18,1409,1381,897
18,1331,1383,266
18,1279,1388,504
18,1264,1406,182
18,1449,1478,306
18,1352,1505,476
18,1334,1516,672
18,1400,1559,2501
18,1517,1600,1974
19,1554,1277,468
19,1675,1279,592
19,1578,1281,378
19,1628,1334,1450
19,1576,1338,989
19,1688,1342,425
19,1614,1418,528
20,1668,1652,882
21,442,1300,858
21,596,1368,561
21,651,1613,338
21,490,1638,400
21,507,1708,414
