# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/F - 05(fld 01 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1640,124,480
1,1869,172,169
2,1553,150,1026
2,1580,188,1184
3,783,116,506
3,857,124,899
3,727,126,406
3,713,138,195
3,735,161,1058
3,680,163,187
3,654,162,220
3,841,192,644
3,688,208,1023
3,736,226,4326
3,811,222,527
3,750,255,380
4,1460,212,210
4,1439,226,208
4,1456,239,247
5,668,50,420
5,647,82,270
5,644,121,1584
5,657,169,896
5,680,163,187
5,648,191,306
5,568,197,234
5,688,201,285
5,594,255,496
5,597,271,234
5,458,320,240
5,465,366,546
6,410,254,504
6,444,268,304
6,434,293,192
6,470,308,168
6,458,321,256
6,466,366,572
7,1368,377,567
8,1503,552,1800
9,535,480,820
9,602,484,864
9,527,521,558
9,637,575,324
9,606,604,550
10,489,1013,700
11,986,1002,612
11,1122,1055,486
11,987,1070,210
11,1005,1101,770
11,1122,1097,434
11,1072,1135,195
11,1145,1154,783
11,1113,1166,216
12,907,1042,200
12,987,1070,210
12,870,1067,204
12,992,1099,136
12,705,1219,180
13,591,1203,225
13,585,1235,1204
13,582,1269,1054
14,1403,1200,180
14,1481,1206,315
14,1383,1213,238
14,1484,1228,224
14,1482,1249,361
14,1437,1276,220
15,634,1178,744
15,663,1179,196
15,611,1184,270
15,676,1187,224
15,650,1197,513
15,707,1211,924
15,591,1204,210
15,636,1205,240
15,678,1225,744
15,589,1235,1590
15,647,1228,266
15,624,1243,792
15,722,1249,374
15,588,1268,1776
15,737,1277,408
15,716,1312,1024
15,600,1322,1748
15,675,1341,750
15,635,1351,304
17,92,1358,156
17,43,1384,3744
17,127,1408,5037
17,61,1430,357
17,98,1521,18240
17,15,1564,256
18,1197,1470,459
18,1238,1480,165
18,1263,1498,1785
18,1174,1486,266
18,1294,1522,552
18,1150,1531,529
18,1175,1533,459
18,1206,1579,638
18,1243,1578,198
18,1340,1616,1008
18,1373,1603,220
18,1316,1649,1020
18,1344,1671,702
18,1391,1681,204
19,292,1507,682
19,308,1545,5382
19,347,1570,858
19,219,1647,323
19,221,1671,169
20,1271,1515,240
20,1293,1522,529
20,1340,1616,1008
20,1373,1603,220
20,1316,1649,1020
20,1442,1669,969
20,1344,1671,702
20,1391,1681,204
20,1416,1707,1295
20,1355,1703,432
20,1383,1726,224
20,1362,1733,252
21,427,1635,598
21,417,1675,736
22,1344,1671,702
22,1391,1681,204
22,1355,1703,450
22,1383,1726,224
22,1362,1733,252
22,1178,1747,897
22,1214,1801,3774
22,1109,1792,261
22,1196,1814,294
22,1140,1838,1140
22,1194,1843,399
22,1113,1851,169
22,1157,1866,286
22,1174,1885,176
23,1894,1758,182
23,1935,1777,361
23,1872,1796,210
23,1950,1914,252
