# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/F - 02(fld 03 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,895,126,247
0,860,155,484
0,898,156,285
0,992,257,280
1,1157,189,1848
1,1273,226,364
1,1151,222,405
1,1253,239,875
1,1104,251,182
1,1089,264,418
1,1217,283,255
1,1263,302,756
1,1182,324,378
1,1281,351,875
1,1208,359,238
1,1103,368,238
1,1215,383,225
1,1198,402,195
1,1115,414,713
1,1180,410,180
2,511,199,196
2,575,242,3520
2,476,244,162
2,539,294,396
4,228,353,210
5,1078,159,57551
5,898,157,234
5,1152,222,390
5,1104,251,168
5,1088,264,399
5,1182,324,378
5,1103,368,210
5,1180,410,180
6,804,295,187
6,825,321,336
6,772,360,494
6,763,412,460
6,801,448,374
6,686,459,704
6,740,457,221
6,815,482,616
6,798,501,252
7,1530,485,294
7,1492,535,273
7,1464,575,660
7,1497,606,182
7,1488,617,690
8,1790,583,690
8,1744,614,1560
8,1861,739,272
9,798,501,252
9,823,555,330
9,823,590,348
9,855,591,169
9,863,623,440
9,722,673,323
9,770,689,270
10,1038,497,408
10,1080,507,225
10,995,520,238
10,1020,527,168
10,1027,558,432
10,1004,557,255
10,1025,578,1250
10,1058,589,276
10,1029,597,308
11,1877,680,340
11,1865,749,1849
11,1944,763,195
11,1815,789,150
11,1838,827,144
12,483,873,256
12,432,899,2542
13,1508,952,225
13,1497,981,273
14,119,1049,224
14,52,1107,306
14,66,1135,420
14,172,1135,176
14,82,1151,352
15,1663,1042,192
15,1652,1072,169
15,1564,1096,480
15,1658,1089,187
15,1731,1093,168
15,1673,1111,330
15,1614,1112,204
15,1711,1161,418
15,1683,1159,272
15,1676,1192,1404
16,1837,1196,230
17,1563,1096,544
17,1519,1150,285
17,1409,1244,704
17,1439,1256,288
17,1340,1294,165
17,1390,1325,780
17,1331,1354,896
17,1422,1380,810
17,1312,1376,198
17,1461,1402,168
17,1348,1412,361
18,901,1313,176
18,997,1429,1332
19,368,1251,570
19,434,1260,357
19,335,1267,437
19,377,1317,195
19,372,1360,532
19,308,1358,156
19,402,1392,264
19,402,1421,160
20,1340,1294,165
20,1265,1305,196
20,1390,1325,780
20,1331,1354,896
20,1422,1380,810
20,1246,1390,1118
20,1312,1376,198
20,1348,1412,361
20,1249,1471,975
20,1292,1500,5632
22,1020,1320,609
22,1075,1344,342
22,1026,1366,988
22,1062,1363,220
23,1156,1349,1122
23,1077,1344,256
23,1062,1363,171
23,1205,1384,638
23,1163,1393,240
23,1179,1460,690
23,1031,1491,285
23,1059,1508,240
23,1092,1518,800
23,1156,1558,2304
23,1069,1573,1102
23,1113,1574,440
24,1465,1446,2295
24,1431,1515,759
25,404,1451,891
25,499,1467,460
25,553,1474,837
25,453,1501,672
25,583,1523,675
25,473,1648,210
25,509,1673,270
26,1029,1490,504
26,1059,1508,240
26,1093,1518,696
26,947,1523,357
26,1066,1571,512
26,1006,1568,374
26,1076,1603,2190
26,1040,1632,572
26,1076,1650,165
27,702,1486,2346
28,1318,1490,1540
28,1419,1508,4218
28,1282,1639,510
29,1261,1536,285
29,1185,1632,192
29,1283,1640,420
29,1181,1666,2145
29,1269,1679,616
29,1251,1711,600
30,1467,1648,221
30,1451,1673,208
32,1040,1632,572
32,1076,1650,896
32,1136,1671,464
32,1011,1692,176
32,1004,1701,240
32,1069,1790,192
33,813,1704,273
33,828,1716,180
33,768,1773,460
33,837,1794,459
33,899,1810,322
33,868,1832,1435
33,819,1833,360
33,810,1862,255
33,900,1866,418
33,881,1900,1504
33,827,1898,322
34,1251,1710,625
34,1198,1711,204
34,1172,1749,700
34,1171,1802,624
34,1210,1834,540
34,1163,1858,320
35,634,1773,228
35,745,1857,340
36,1075,1826,735
36,899,1868,208
36,1046,1934,1760
36,945,1940,1258
36,980,1963,204
36,1057,1991,594
36,927,1996,640
