# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 07(fld 02 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,637,233,425
1,1234,167,6351
1,1168,155,360
1,1128,172,130
1,1242,235,238
1,1157,257,280
1,1202,265,490
1,1175,288,399
2,824,169,525
2,852,165,192
2,790,199,208
2,916,223,2597
2,787,229,208
2,863,282,3132
2,787,297,1116
3,239,228,5180
3,345,246,156
3,189,262,405
3,330,284,3551
3,420,288,238
3,192,301,336
3,413,305,256
3,295,318,378
3,211,323,195
3,411,333,380
3,417,353,143
7,637,233,384
7,419,288,255
7,495,288,384
7,443,298,308
7,413,305,306
7,461,321,238
7,411,333,399
7,442,332,192
7,450,350,648
7,417,353,182
7,554,358,204
7,480,388,480
7,458,383,240
7,504,392,506
7,424,412,3591
7,506,431,272
7,477,437,567
7,594,445,437
7,373,444,645
7,520,446,160
7,432,452,204
7,555,465,612
7,527,471,270
7,598,488,240
7,531,491,220
7,501,500,140
7,557,502,156
7,573,505,204
8,788,296,1254
8,865,288,612
8,851,317,160
8,828,363,672
8,842,387,510
8,812,390,624
9,1356,451,374
9,1282,457,224
9,1294,490,192
9,1244,519,4480
9,1305,504,460
9,1421,501,210
10,1537,467,168
10,1441,482,192
10,1421,500,225
10,1566,521,1140
10,1476,564,2080
12,787,505,360
12,724,537,420
12,776,533,195
12,804,554,322
12,780,596,4425
12,868,592,168
12,729,597,156
13,1727,594,2184
13,1765,619,576
13,1684,617,228
13,1735,682,450
13,1818,680,121
13,1850,688,342
13,1809,705,208
13,1808,731,189
13,1852,741,198
13,1807,779,260
13,1819,800,420
14,235,596,720
14,323,601,272
14,339,619,270
14,203,649,3572
14,344,641,289
14,234,657,323
14,266,665,432
14,302,665,420
14,344,667,252
14,252,678,510
15,552,465,210
15,598,487,272
15,653,514,950
15,557,502,169
15,787,505,360
15,574,505,228
15,724,537,420
15,776,533,195
15,782,598,2976
15,729,597,156
15,607,632,988
15,579,709,1998
17,1258,662,882
17,1305,681,288
17,1336,701,1740
17,1337,733,1116
17,1311,747,336
17,1266,766,182
17,1250,786,990
17,1308,801,1056
18,264,664,255
18,302,665,420
18,344,667,234
18,251,678,660
18,347,726,7128
18,323,696,480
18,207,716,700
18,368,747,176
18,247,758,306
18,273,772,288
19,608,632,1040
19,579,709,1998
19,459,745,288
19,575,786,350
19,600,794,192
19,607,814,240
19,443,831,1534
19,595,844,256
20,1889,663,165
20,1926,687,875
20,1860,690,924
20,1982,704,924
20,1868,747,8827
20,1809,705,165
20,1808,731,189
20,1994,734,240
20,1807,779,247
20,1818,801,380
20,1961,804,285
20,1893,814,156
20,1947,824,984
20,1918,828,342
20,1863,835,276
20,1913,850,288
21,908,712,4935
21,849,786,2080
21,981,774,300
21,919,806,375
21,969,811,285
21,903,837,182
21,936,843,437
22,1526,833,4140
23,1203,847,1044
23,1244,849,255
23,1220,878,168
23,1163,881,240
23,1221,919,364
24,1308,801,960
24,1258,865,180
24,1321,872,322
24,1356,883,338
24,1263,903,459
24,1376,904,272
24,1376,924,240
24,1267,932,384
24,1321,970,3285
25,1064,873,12015
25,934,843,272
26,216,879,8160
26,299,897,567
26,250,914,322
26,302,939,342
26,112,1019,1178
26,162,1024,484
26,178,1035,266
27,507,917,361
27,559,925,638
27,612,920,280
27,535,928,448
27,652,934,990
27,506,943,1116
27,576,946,192
27,468,949,204
27,676,955,528
27,672,986,784
27,601,984,160
27,481,996,704
27,535,998,272
27,493,1032,1350
27,653,1034,285
28,1342,1008,540
29,919,1063,756
29,964,1069,224
29,938,1103,165
31,1422,1452,8924
31,1359,1441,143
31,1339,1453,425
31,1332,1486,1088
31,1397,1498,352
31,1442,1548,392
33,1055,1634,7104
33,972,1634,224
33,1010,1676,572
34,1670,1733,350
34,1703,1746,644
34,1729,1795,247
34,1699,1808,195
35,559,1720,5487
35,495,1726,638
35,491,1777,288
36,1671,1733,209
36,1543,1784,208
36,1521,1810,400
36,1567,1866,6916
36,1628,1846,522
