# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/A - 05(fld 11 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,228,126,285
0,251,129,273
1,1644,184,1089
1,1562,232,2464
1,1618,293,480
1,1584,296,750
1,1644,298,351
1,1529,303,684
1,1588,327,437
1,1681,342,1221
1,1634,340,418
2,1584,296,750
2,1528,304,740
2,1588,327,456
2,1496,335,154
2,1415,432,546
3,1190,487,306
4,838,331,1485
4,765,440,15228
4,802,370,440
4,888,377,323
4,821,391,552
4,791,416,528
4,812,416,270
4,917,427,1590
4,863,429,300
4,933,455,289
4,814,462,352
4,913,470,306
4,924,503,360
4,841,506,357
4,882,512,754
4,857,517,143
4,911,522,120
4,862,535,208
5,1051,306,5115
5,1019,444,6966
5,1173,437,440
5,1119,486,272
5,1190,487,289
5,1079,507,165
5,1166,540,588
5,1102,555,1024
5,1143,553,306
5,1208,568,416
6,632,540,12285
7,1854,530,266
7,1824,554,361
7,1768,600,1517
7,1813,608,1435
7,1848,599,208
7,1733,663,621
8,1166,540,588
8,1102,555,1024
8,1143,553,306
8,1202,568,798
8,1034,609,4956
8,1164,586,280
8,1127,591,324
8,1241,610,143
8,1144,616,180
8,1090,619,459
8,1256,651,936
9,1377,680,399
9,1409,713,288
10,1813,605,1189
10,1848,599,208
10,1766,607,378
10,1733,663,621
10,1705,739,2700
10,1647,780,812
10,1740,778,378
11,1727,753,210
11,1648,782,1599
11,1740,778,378
11,1682,867,132
12,1103,555,528
12,1143,553,324
12,1824,554,361
12,1202,568,798
12,1034,609,5124
12,1164,586,280
12,1768,600,1517
12,1127,591,324
12,1813,608,1435
12,1848,599,221
12,1241,610,143
12,1144,616,180
12,1090,619,459
12,1256,651,988
12,1733,663,621
12,1378,680,380
12,1409,713,288
12,1705,739,2700
12,1648,782,1599
12,1740,778,378
12,1682,868,144
12,912,1033,1056
12,1609,1039,442
12,966,1062,495
12,948,1060,190
12,905,1093,1312
12,1627,1132,16241
12,1431,1117,3484
12,935,1131,285
12,1615,1196,495
12,909,1277,5459
12,1573,1282,2115
13,1431,1118,3672
14,912,1033,1056
14,966,1062,495
14,949,1060,220
14,905,1093,1312
14,935,1131,285
14,991,1131,162
15,1609,1040,322
15,1628,1133,15330
16,1068,1033,888
16,1138,1063,506
16,1057,1209,208
17,190,1186,4514
17,142,1182,609
17,265,1199,286
17,292,1211,182
17,249,1229,168
17,261,1262,375
17,197,1261,252
17,246,1297,299
17,184,1300,182
18,966,1062,495
18,949,1060,220
18,854,1074,315
18,905,1093,1353
18,1431,1118,3740
18,935,1132,304
18,991,1131,162
18,1341,1234,16932
18,1057,1209,195
18,1188,1244,7320
18,1122,1257,288
18,909,1277,5720
18,940,1266,384
18,1564,1290,256
18,1359,1321,3100
18,1572,1343,380
18,726,1372,272
18,736,1390,234
18,1184,1393,238
18,1428,1398,234
18,1145,1418,364
18,944,1430,264
18,1576,1434,462
19,909,1277,5459
19,940,1266,320
19,693,1389,31914
19,696,1327,169
19,943,1429,220
19,855,1504,952
21,1580,1316,126
22,1573,1282,2115
22,1640,1319,464
22,1572,1343,324
22,1618,1421,1276
22,1576,1434,600
22,1528,1471,750
22,1691,1476,546
23,1879,1455,198
23,1898,1469,384
23,1828,1476,255
23,1848,1483,486
23,1886,1491,330
24,1428,1398,234
24,1397,1467,352
24,1368,1516,728
24,1485,1536,598
25,1184,1393,238
25,1145,1421,480
25,1207,1466,240
25,1326,1501,360
25,1227,1513,700
26,1227,1513,700
26,1301,1562,357
27,1485,1536,598
27,1444,1552,324
27,1507,1552,187
27,1517,1580,272
28,622,1563,18204
28,724,1566,513
28,749,1597,2209
28,776,1627,462
28,595,1633,624
28,569,1667,1364
28,755,1696,812
28,627,1691,300
28,604,1706,144
28,644,1739,2346
29,1364,1567,392
29,1302,1562,374
29,1305,1639,378
34,1349,1952,3762
