# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/E - 02(fld 07 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,958,58,238
0,898,85,416
0,980,136,6555
0,902,135,1326
0,947,169,256
0,923,188,242
1,423,67,352
1,365,197,504
2,978,139,2809
2,904,136,851
2,1054,193,4557
2,914,248,182
2,990,286,336
2,991,306,176
2,1038,320,754
2,882,341,360
2,1117,337,220
2,1071,345,165
2,1120,360,270
2,1017,359,176
3,555,338,180
5,546,339,1457
5,446,406,572
6,882,341,342
6,774,408,176
6,716,442,736
6,919,457,390
6,936,481,624
6,771,483,594
6,886,481,195
6,705,482,210
6,739,488,273
6,893,501,483
6,852,505,504
6,899,536,391
7,1117,337,220
7,1071,345,165
7,1120,360,252
7,1072,398,1085
7,1252,410,396
7,1076,452,320
7,1089,473,192
7,1187,501,460
7,1232,499,198
8,1779,351,225
8,1758,353,270
8,1819,385,306
8,1765,397,1216
8,1826,401,182
9,446,406,572
9,469,428,525
9,520,456,285
9,332,491,361
9,532,548,336
9,460,548,364
9,481,614,330
10,1252,410,396
10,1349,444,256
10,1345,480,3245
10,1259,468,609
10,1230,499,273
10,1297,512,432
10,1248,524,660
10,1288,544,418
10,1256,563,812
11,949,401,2666
11,1073,398,960
11,1050,439,616
11,1003,449,945
11,1076,450,234
11,919,457,325
11,935,481,576
11,1034,476,156
11,886,481,180
11,896,498,252
11,899,536,391
11,902,568,1232
11,1096,577,960
11,992,575,510
11,1026,577,234
11,923,590,600
11,1074,615,1332
11,943,608,209
11,939,627,625
11,1043,630,196
11,888,636,252
11,1075,642,285
11,1013,650,405
11,1044,657,572
12,774,408,150
12,716,440,560
12,771,486,440
12,740,488,260
12,651,570,1640
12,709,610,1320
13,229,549,299
13,276,564,1260
13,264,607,2915
14,1162,530,1392
14,1256,563,840
14,1096,577,960
14,1074,615,1369
14,1196,637,300
14,1075,643,304
15,902,568,1232
15,992,575,510
15,1026,577,234
15,923,590,651
15,710,610,1178
15,1074,615,1369
15,943,609,228
15,806,617,285
15,939,628,650
15,1043,630,196
15,889,637,336
15,1075,643,304
15,1013,650,405
15,1044,657,594
15,859,724,450
15,825,731,270
15,839,762,2200
15,766,747,169
16,110,615,437
16,131,635,252
16,103,652,484
16,161,648,216
16,135,656,312
17,604,730,480
17,615,779,176
17,566,859,1000
19,570,865,187
19,540,891,608
20,1085,948,252
20,1057,970,255
20,1066,988,280
20,1071,1014,396
20,1218,1014,468
20,919,1023,720
20,837,1029,272
20,966,1052,168
20,989,1075,180
21,1410,942,1591
21,1347,966,2397
21,1454,955,616
21,1387,961,182
21,1467,986,1102
21,1411,981,220
21,1326,1007,400
21,1473,1030,2000
21,1355,1029,494
21,1328,1051,2070
21,1415,1045,336
21,1463,1055,208
21,1487,1074,638
21,1321,1076,165
21,1350,1102,2394
21,1378,1083,204
21,1460,1103,1394
21,1377,1135,285
21,1456,1136,240
21,1424,1147,312
21,1403,1172,726
22,156,1177,920
23,1935,1170,272
23,1906,1246,273
23,1759,1284,800
23,1806,1303,361
23,1722,1313,325
23,1836,1337,600
23,1910,1331,308
23,1794,1338,209
23,1713,1352,480
23,1888,1362,1056
23,1755,1356,272
23,1732,1380,704
23,1755,1409,675
23,1888,1419,750
23,1779,1418,234
23,1803,1423,180
23,1814,1440,405
23,1940,1451,870
25,1127,1390,221
25,1076,1426,420
25,1104,1428,210
25,1114,1436,288
26,1642,1376,168
26,1631,1418,144
27,1756,1283,234
27,1723,1313,350
27,1713,1352,612
27,1755,1356,272
27,1732,1380,704
27,1755,1409,675
27,1779,1418,234
28,404,1446,432
28,493,1464,272
28,555,1517,1350
28,497,1525,648
28,554,1548,247
28,431,1553,336
28,548,1580,140
29,1840,1454,5880
29,1814,1440,405
29,1940,1451,870
29,1954,1508,870
29,1925,1550,440
30,555,1517,1274
30,497,1524,480
30,644,1544,340
30,554,1548,247
30,547,1580,189
30,689,1588,225
30,599,1608,264
30,703,1608,286
30,584,1615,143
30,551,1622,289
30,609,1702,195
30,665,1700,220
30,577,1716,780
31,1903,1591,3015
31,1829,1595,247
31,1751,1616,288
31,1874,1624,289
31,1927,1635,300
31,1897,1673,143
31,1854,1690,420
31,1962,1692,340
31,1843,1726,182
32,103,1616,875
32,144,1614,210
32,169,1637,266
32,196,1641,238
32,129,1641,220
32,237,1648,357
32,80,1650,154
32,137,1676,725
32,262,1678,182
32,94,1701,342
32,193,1714,440
32,285,1718,300
32,201,1754,609
32,149,1793,680
32,212,1799,400
32,232,1814,2006
32,176,1805,300
32,142,1845,322
32,162,1845,240
