# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 07(fld 08 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
1,693,245,650
1,570,247,192
1,578,269,1184
1,608,261,169
1,640,277,966
1,769,291,575
1,578,298,615
1,660,302,360
1,609,313,210
1,650,325,529
1,610,332,266
1,639,333,221
1,623,344,378
1,592,348,414
1,578,375,210
1,687,473,416
2,1698,188,168
2,1758,297,288
2,1815,330,180
2,1770,350,340
2,1801,358,323
2,1828,366,704
2,1750,383,374
2,1851,390,234
2,1754,413,240
2,1801,459,320
2,1830,460,322
2,1816,488,820
2,1829,509,340
2,1678,568,782
3,1237,466,18900
3,1336,441,168
3,1254,488,168
3,1353,490,182
3,1286,499,168
3,1269,507,324
3,1346,515,221
3,1270,524,238
3,1308,529,276
4,1270,524,238
4,1308,529,276
4,1347,543,324
4,1263,552,630
4,1338,571,420
4,1233,592,961
5,498,590,322
5,533,605,266
5,506,613,609
6,729,718,195
7,583,866,375
7,500,881,144
7,520,904,625
8,724,852,1566
8,781,888,408
8,748,1022,2703
9,575,929,198
9,617,954,2035
9,511,938,132
9,491,960,1221
9,588,977,240
9,467,1012,1155
9,611,1003,357
9,539,1013,592
9,530,1033,210
9,574,1036,731
9,579,1054,196
9,489,1076,270
9,545,1076,324
10,1696,980,322
10,1714,987,504
10,1800,987,280
10,1771,1035,377
10,1856,1050,1026
10,1808,1040,272
12,458,1366,814
12,429,1373,231
12,410,1392,323
12,500,1395,204
12,413,1409,156
12,450,1454,494
12,413,1473,380
12,518,1491,1260
13,429,1373,231
13,410,1392,323
13,270,1428,2268
13,413,1409,156
13,212,1439,196
13,222,1457,468
13,293,1458,165
13,413,1473,380
13,296,1507,2891
13,240,1516,240
13,262,1610,5795
13,216,1618,322
13,335,1638,957
14,606,1640,8064
14,589,1725,544
15,873,1767,361
16,231,1634,312
16,332,1634,221
16,256,1636,168
16,390,1718,750
17,613,1719,180
17,589,1724,612
17,565,1784,320
17,589,1786,204
17,519,1844,2904
18,1426,1818,289
18,1484,1860,8008
18,1422,1845,165
19,1026,1783,720
19,1050,1782,368
19,991,1797,450
19,1057,1834,375
19,1141,1863,306
19,1102,1889,3337
19,1008,1878,204
19,1058,1909,459
20,872,1770,192
20,1026,1783,720
20,991,1797,450
20,1008,1878,204
21,1190,1855,629
21,1205,1889,312
21,1245,1900,570
21,1221,1907,168
21,1278,1920,1110
