# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/F - 03(fld 03 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,765,53,195
0,792,80,306
0,861,84,572
0,932,90,304
0,782,231,588
1,1132,216,196
1,1112,263,294
2,565,198,546
2,783,231,504
2,585,281,756
2,615,298,192
2,704,298,286
2,614,319,777
2,658,325,600
2,606,349,247
2,686,357,330
3,1696,182,999
3,1778,180,437
3,1739,180,266
3,1664,217,1200
3,1789,210,504
3,1811,238,360
3,1709,240,180
3,1676,265,391
3,1798,275,572
3,1799,294,176
3,1777,302,304
3,1748,316,391
3,1738,328,220
4,304,194,234
4,321,223,198
4,314,235,165
4,216,244,837
4,243,268,360
4,400,289,2208
4,351,273,216
4,366,324,208
4,383,341,207
5,1410,181,320
5,1452,188,1394
5,1410,263,650
5,1434,322,224
5,1418,402,182
5,1400,406,340
6,1231,251,384
6,1223,275,176
6,1325,290,273
6,1254,366,874
7,486,388,624
7,582,398,221
7,561,441,8366
7,465,414,432
8,805,518,1104
8,775,535,408
8,760,553,588
8,822,547,154
8,779,562,500
9,246,611,234
9,337,652,156
9,289,669,576
9,320,672,165
10,1454,627,736
10,1487,699,420
10,1515,714,234
10,1544,731,1209
11,1233,723,360
12,630,587,1102
12,663,611,483
12,667,633,720
12,630,717,304
12,777,746,342
12,635,751,208
12,629,764,252
12,655,796,286
13,1515,714,198
13,1544,731,1209
13,1560,740,957
13,1464,782,408
13,1492,796,690
14,630,717,304
14,560,718,288
14,636,751,176
14,543,758,182
14,629,764,252
14,497,788,196
14,520,834,380
15,1164,778,308
15,1102,778,210
15,1138,786,676
15,1109,800,187
15,1044,802,247
15,1019,807,140
15,1156,809,280
15,1029,842,208
15,1155,883,325
15,1075,891,340
15,1105,909,540
15,1040,914,143
15,1090,943,300
15,1091,970,550
16,199,820,2450
16,235,839,154
17,888,780,273
17,905,819,256
17,978,865,140
17,828,872,306
18,1156,809,280
18,1181,827,696
18,1217,839,682
18,1176,854,754
18,1266,866,399
18,1155,879,192
18,1283,900,320
18,1293,957,896
18,1218,951,348
18,1275,1006,324
18,1174,1018,441
18,1221,1027,208
19,1830,899,216
19,1861,916,360
19,1887,941,192
19,1891,960,225
19,1809,985,528
19,1869,993,425
19,1798,997,180
19,1846,1007,176
20,171,898,4617
20,163,965,299
20,233,970,280
20,252,990,156
20,266,1009,378
20,143,1029,176
20,257,1039,437
20,219,1045,228
20,188,1051,798
21,501,1089,504
22,632,970,336
22,600,976,378
22,671,994,221
22,538,1053,1386
22,579,1091,240
22,665,1094,154
23,1268,1098,2009
23,1164,1104,255
23,1203,1106,342
23,1131,1139,992
23,1181,1134,660
23,1172,1156,168
24,931,1146,868
25,198,1102,1240
25,174,1115,156
25,130,1147,289
25,138,1190,154
25,173,1195,221
25,145,1219,240
25,250,1225,209
26,501,1089,504
26,579,1091,240
26,563,1177,156
26,572,1228,221
27,1926,1122,2562
27,1876,1127,480
27,1847,1128,255
27,1887,1202,442
27,1969,1203,180
27,1848,1294,255
27,1896,1305,1161
28,1481,1288,221
28,1417,1292,224
29,145,1219,198
29,301,1254,729
29,326,1300,550
29,353,1305,224
29,197,1328,2397
29,334,1323,323
29,326,1347,704
29,357,1368,1716
29,287,1368,1260
29,196,1374,1056
29,347,1404,285
29,273,1417,240
29,330,1430,360
29,271,1443,210
29,309,1447,228
30,821,1336,208
30,870,1345,624
30,811,1343,221
30,774,1361,828
30,890,1363,484
30,796,1363,204
30,861,1420,153
31,1430,1351,286
34,776,1545,280
35,1127,1595,189
36,1931,1603,208
36,1881,1661,7777
36,1858,1705,154
37,331,1720,418
37,255,1735,529
37,243,1765,483
37,280,1856,221
37,322,1868,270
38,1704,1785,340
38,1774,1824,270
38,1730,1865,360
38,1814,1877,396
