# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 03(fld 04 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1065,78,375
0,1135,84,420
0,967,92,240
0,1096,107,870
0,1187,110,170
0,1044,115,180
0,973,121,384
0,1212,134,1225
0,1061,132,176
0,1111,141,432
0,1169,164,377
0,1203,186,529
0,952,186,154
0,1150,193,324
0,1200,216,2028
0,971,228,306
0,1134,254,2457
0,995,245,154
0,1191,250,192
0,978,262,198
0,1110,265,180
0,1171,268,300
1,1466,158,504
1,1418,154,234
1,1418,200,238
1,1441,236,812
2,949,164,368
2,984,186,1147
2,911,182,121
2,885,184,169
2,952,186,270
2,874,199,180
2,936,218,432
2,969,227,418
2,914,241,242
2,995,245,168
2,929,258,814
2,978,262,228
2,935,276,340
2,976,333,600
3,241,273,378
3,227,301,323
3,300,334,775
3,223,331,352
3,236,349,234
3,295,356,198
4,1579,311,144
4,1571,335,1170
4,1621,371,210
4,1655,386,368
4,1659,406,360
4,1604,430,900
4,1642,430,360
5,976,333,600
5,1151,373,483
5,1091,397,660
5,992,465,260
5,1033,482,195
5,985,484,176
6,106,528,880
7,1042,488,1020
8,375,437,441
8,405,450,575
8,350,462,1200
8,386,464,182
8,420,470,260
8,321,493,143
8,408,493,195
8,317,539,208
8,400,546,399
8,336,554,266
8,356,567,380
8,409,577,961
8,349,585,697
9,475,528,195
10,992,465,260
10,1042,488,1020
10,985,484,176
10,1010,494,187
10,973,572,360
11,1844,573,828
11,1893,585,1073
11,1949,695,195
12,1788,583,168
12,1744,604,272
12,1739,647,504
13,455,642,609
13,479,664,440
14,974,572,330
14,994,622,425
14,1018,657,690
14,903,657,208
14,1043,664,768
14,1097,663,288
14,1033,701,735
14,987,696,150
14,1004,704,273
14,925,712,357
14,981,712,216
14,1022,726,176
14,971,749,192
15,921,859,759
15,826,868,165
15,864,877,1590
15,877,908,930
16,1819,965,784
16,1773,960,160
16,1762,979,532
16,1788,998,180
16,1782,1081,220
17,667,1028,270
17,694,1062,3233
18,859,1044,1050
20,1782,1081,152
20,1744,1132,480
20,1737,1153,528
20,1821,1160,306
20,1767,1186,1711
20,1858,1180,176
20,1797,1224,450
21,1615,1030,750
21,1628,1100,198
21,1502,1165,323
21,1671,1229,336
22,1900,1164,2016
22,1820,1160,323
22,1858,1180,176
22,1887,1252,330
22,1812,1269,361
22,1855,1305,320
22,1880,1315,140
23,1767,1186,1711
23,1797,1235,1554
23,1671,1229,374
23,1662,1254,500
23,1812,1269,342
24,1516,1295,391
24,1541,1324,168
24,1475,1355,198
24,1408,1404,143
24,1516,1422,352
24,1372,1434,224
24,1454,1450,256
24,1410,1456,374
24,1494,1453,238
24,1447,1470,340
24,1483,1475,441
25,1318,1359,176
25,1371,1433,195
25,1449,1468,3036
25,1411,1455,336
25,1494,1453,208
25,1483,1475,420
25,1484,1499,396
25,1403,1500,855
25,1369,1499,180
25,1326,1502,294
26,1687,1445,273
26,1707,1461,204
26,1606,1498,224
26,1682,1536,228
26,1704,1548,506
26,1733,1551,240
26,1637,1552,255
26,1614,1557,320
26,1675,1557,150
26,1643,1574,420
26,1683,1572,289
26,1665,1584,300
27,958,1469,220
27,935,1490,336
27,1048,1524,777
27,1058,1550,1353
27,1025,1551,240
29,1450,1535,2074
29,1368,1520,252
29,1342,1524,340
29,1491,1559,255
30,1198,1455,1620
30,1189,1494,480
30,1162,1499,360
30,1245,1516,208
30,1137,1522,567
30,1265,1539,130
30,1085,1597,462
30,1148,1634,754
30,1183,1629,165
30,1109,1658,5135
30,1090,1702,180
31,502,1583,143
31,503,1638,696
31,452,1651,418
31,625,1653,168
31,623,1676,285
31,532,1717,493
32,1085,1597,462
32,1041,1623,700
32,1109,1658,5135
32,970,1676,600
32,1090,1702,180
32,1045,1712,1110
32,1008,1719,360
32,1078,1721,221
33,1008,1719,360
33,1049,1718,299
33,1079,1721,357
33,974,1736,150
33,1066,1743,294
33,1155,1754,988
33,1002,1760,374
33,981,1784,280
33,1182,1785,228
33,948,1805,168
33,1166,1809,154
33,1049,1869,408
33,1080,1872,154
33,1001,1890,234
34,1221,1734,400
34,1295,1755,448
34,1272,1769,1836
34,1234,1794,810
