# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 08(fld 03 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1317,171,224
0,1372,208,5440
0,1172,204,588
0,1321,205,550
0,1358,257,810
0,1339,277,972
1,761,308,357
1,742,367,1000
2,652,253,702
2,613,324,7400
2,653,379,220
2,727,439,260
2,696,464,360
2,685,479,220
3,753,370,252
3,653,379,240
3,692,410,150
3,727,439,273
3,696,463,483
3,687,483,520
3,874,494,440
4,1383,221,576
4,1358,257,810
4,1339,277,972
4,1497,533,210
4,1472,540,364
4,1499,553,851
5,1017,452,336
5,914,511,1500
5,1028,512,589
5,893,545,456
5,1068,609,11305
6,1497,533,210
6,1499,553,828
6,1615,571,2401
6,1590,608,650
6,1617,611,210
6,1590,648,3224
6,1505,641,195
7,689,588,234
7,668,602,342
7,664,620,169
7,717,620,168
7,688,623,154
7,757,638,868
7,794,652,748
7,706,658,1054
7,737,653,280
7,772,694,1320
8,888,520,4526
8,914,511,1500
8,807,587,195
8,871,652,2058
8,794,652,693
8,827,673,418
9,1468,600,2520
9,1589,606,399
9,1590,648,3286
9,1505,641,168
9,1422,674,266
10,1407,649,208
10,1376,719,1419
11,1128,771,289
11,1265,894,8881
11,1237,961,375
12,1553,826,150
12,1536,871,285
12,1486,889,2520
13,1265,894,8881
13,1343,911,744
13,1298,962,6370
13,1237,961,375
14,852,1075,13734
14,883,1153,1054
14,946,1233,988
15,941,1243,11564
15,1049,1296,208
16,1840,1198,442
16,1872,1205,675
16,1894,1217,238
16,1837,1253,221
16,1888,1261,228
16,1865,1266,231
16,1790,1317,475
17,1269,1334,182
18,1269,1334,182
18,985,1356,380
18,1039,1384,180
18,956,1434,1023
