# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/F - 03(fld 06 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
1,340,126,169
1,302,152,504
1,392,159,825
1,295,172,182
1,346,188,486
1,380,187,238
1,271,194,192
1,288,224,208
1,352,265,360
1,379,279,156
2,1597,192,266
4,949,205,208
4,1083,215,621
4,1036,223,182
4,1056,235,180
4,1056,268,1512
4,964,306,2907
6,342,324,288
7,924,293,441
7,866,317,2709
7,968,309,1089
7,840,334,247
7,917,364,160
7,886,374,216
7,809,432,180
7,860,451,440
7,813,458,255
7,982,468,1360
7,861,476,285
7,822,483,759
7,964,510,1188
7,869,506,782
7,816,512,462
7,920,518,323
7,972,529,304
7,949,554,221
7,944,582,2491
7,1020,599,240
8,662,376,200
8,628,379,234
8,712,393,432
8,672,416,928
8,612,412,414
8,782,415,266
8,647,419,204
8,809,432,180
8,654,436,192
8,769,446,924
8,813,458,255
8,822,483,759
8,816,512,462
8,603,529,986
8,794,519,176
8,771,525,390
8,786,548,240
8,724,552,378
8,794,582,224
8,764,607,1890
8,704,610,1060
9,982,468,1360
9,1077,468,304
9,1106,487,840
9,964,510,1188
9,972,529,304
9,949,554,221
9,1055,573,851
9,932,572,144
9,955,591,759
9,1025,597,693
9,969,632,528
9,998,645,735
10,1244,575,437
10,1293,585,399
10,1278,629,476
10,1316,632,240
10,1208,655,735
10,1350,659,182
10,1278,700,240
10,1242,706,405
10,1287,739,143
11,1438,663,336
11,1465,694,832
11,1434,704,704
11,1464,729,736
11,1428,762,176
11,1484,780,323
11,1411,795,209
11,1440,796,273
12,1756,665,288
12,1734,675,169
13,999,646,792
13,998,669,242
13,968,706,352
13,1058,704,208
13,924,728,255
13,1031,730,165
13,1055,747,240
13,919,752,150
13,972,854,384
14,1677,777,322
14,1684,795,192
14,1715,868,980
14,1639,876,323
14,1673,878,165
14,1704,894,266
14,1787,911,1815
15,1315,868,405
15,1309,909,130
16,1917,913,228
16,1849,939,306
16,1873,971,198
17,1315,868,405
17,1439,880,480
17,1309,909,130
17,1349,943,240
18,920,925,182
18,938,942,357
19,1218,1029,182
20,1639,989,156
20,1710,1023,165
20,1757,1043,351
20,1598,1079,272
20,1545,1125,169
20,1699,1144,240
20,1529,1148,408
21,878,1033,306
21,846,1048,238
21,828,1048,165
22,1143,1040,143
22,1367,1070,592
22,1313,1072,630
22,1436,1093,1053
22,1446,1142,2666
22,1528,1148,260
22,1350,1165,552
22,1327,1175,195
22,1263,1183,414
22,1183,1214,2378
22,1467,1209,391
22,1251,1263,272
22,1336,1279,250
22,1374,1308,252
22,1447,1335,308
22,1408,1338,240
22,1393,1353,195
22,1333,1363,464
23,1467,1209,391
23,1574,1297,210
23,1617,1303,525
23,1548,1327,153
24,559,1251,1170
24,550,1288,221
24,507,1309,928
24,513,1352,868
24,554,1396,308
25,1280,1476,450
25,1320,1490,456
25,1250,1513,1170
25,1289,1526,3630
26,1899,1592,456
26,1818,1599,588
26,1796,1633,780
26,1858,1630,240
26,1825,1633,230
26,1903,1658,1848
26,1826,1663,799
27,815,1484,1147
27,937,1569,294
27,791,1613,238
27,853,1652,288
27,904,1668,156
27,949,1677,192
28,725,1572,224
28,687,1572,468
28,791,1613,238
29,1433,1639,224
29,1473,1661,204
29,1484,1677,272
29,1497,1688,702
29,1437,1710,270
29,1465,1721,930
29,1511,1758,156
30,1819,1666,270
30,1809,1700,182
30,1904,1713,864
30,1853,1714,275
30,1770,1732,323
30,1786,1746,176
30,1801,1783,1692
30,1819,1828,522
31,657,1798,468
31,616,1835,520
31,617,1886,390
31,718,1902,360
32,925,1881,170
