# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/A - 02(fld 02 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1005,79,192
0,937,94,768
0,949,107,153
0,911,115,238
0,958,137,896
1,1893,113,176
1,1792,127,280
1,1890,137,441
1,1805,160,928
1,1787,181,600
1,1771,203,640
1,1805,220,986
1,1770,223,270
2,1362,60,261
2,1455,101,780
2,1432,115,1054
2,1460,126,240
2,1474,146,360
2,1447,160,468
2,1429,202,240
2,1339,227,288
3,1605,153,392
4,585,162,17818
4,497,98,224
4,476,166,195
5,711,141,1550
5,663,150,600
5,695,157,400
5,652,242,176
6,959,182,1296
6,1003,174,270
6,999,215,192
6,1037,225,506
6,1008,247,182
6,1102,253,600
6,1062,256,476
6,928,294,182
6,979,321,247
6,985,344,288
7,1317,158,720
7,1220,158,375
7,1241,170,306
7,1215,179,273
7,1249,195,437
7,1169,193,225
7,1276,201,528
7,1295,221,456
7,1338,227,242
7,1126,236,506
7,1102,253,552
7,1190,270,825
7,1151,296,2064
7,1166,292,483
7,1111,301,306
7,1222,321,2835
7,1147,327,1225
7,1302,326,425
7,1254,339,255
7,1121,344,286
7,1284,341,238
7,1183,352,684
7,1149,357,252
7,1257,373,836
7,1213,371,345
8,800,183,728
8,805,215,288
8,772,289,288
8,752,299,285
8,750,321,210
9,424,338,252
9,479,349,289
9,510,357,182
9,426,367,572
9,535,375,378
9,490,403,156
9,448,406,378
10,928,294,182
10,980,321,266
10,985,344,288
11,1876,302,143
11,1848,315,729
11,1808,337,1520
11,1877,328,238
11,1905,342,1036
11,1866,361,306
11,1923,368,196
11,1799,383,525
11,1884,379,144
11,1927,400,480
11,1825,400,165
11,1923,450,143
12,1466,462,945
12,1464,482,240
13,1754,628,360
14,1011,570,208
14,888,593,221
14,1060,604,195
14,1003,620,400
14,1058,655,2408
14,990,640,459
14,982,673,380
14,1016,677,198
14,960,717,180
14,917,719,195
15,727,505,224
15,757,509,210
15,679,516,240
15,776,534,1221
15,736,534,550
15,689,537,200
15,692,556,506
15,741,567,1739
15,787,566,195
15,712,572,221
15,695,583,540
15,801,588,486
15,774,612,750
