# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/B - 11(fld 05 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1908,51,351
0,1950,66,288
0,1962,95,240
0,1865,106,352
0,1954,133,306
0,1874,137,228
1,642,103,825
1,614,137,210
1,757,177,625
1,740,203,609
2,1865,106,336
2,1723,172,240
2,1738,202,1716
2,1790,215,1221
2,1825,246,442
3,95,233,624
4,1148,179,500
4,1071,193,182
4,1139,213,190
4,1057,219,168
4,1100,234,754
4,1146,244,408
4,1129,254,256
4,1087,336,588
6,403,348,238
6,415,372,238
6,326,377,221
6,396,386,286
6,345,402,529
6,386,397,247
6,371,405,325
7,1825,246,442
7,1948,256,870
7,1932,298,1376
7,1814,319,374
7,1834,337,819
7,1887,337,1518
7,1793,347,288
7,1747,367,580
7,1787,367,480
7,1815,379,391
7,1912,386,357
7,1736,390,598
7,1908,407,418
7,1743,432,588
7,1874,442,1295
7,1830,461,598
7,1780,465,726
7,1713,483,247
8,1086,336,574
8,1065,361,396
8,1092,379,320
8,1043,380,368
8,1103,396,420
8,1128,409,238
8,1095,417,289
8,1066,441,168
8,1085,446,162
8,952,469,456
8,1013,473,168
8,998,485,396
9,1246,381,440
9,1278,407,1485
9,1242,449,224
9,1321,451,165
9,1308,465,208
9,1276,468,527
10,690,357,312
10,730,373,252
10,643,377,285
10,688,385,306
10,730,412,840
10,702,406,336
10,698,456,336
10,729,463,264
10,714,511,3960
10,624,503,432
10,648,502,272
10,604,538,242
11,459,470,304
11,463,493,440
11,485,493,289
12,952,469,456
12,1013,473,168
12,998,485,396
12,912,527,1518
12,1017,512,190
12,997,538,285
12,974,550,476
13,1180,484,420
13,1228,502,952
13,1199,529,361
13,1190,549,513
13,1249,562,300
13,1153,592,1190
13,1227,596,1855
13,1187,604,210
14,1651,498,315
14,1748,512,754
14,1657,584,945
14,1690,576,255
15,819,465,1326
15,835,486,208
15,782,507,272
15,765,546,304
16,1273,500,432
16,1331,509,266
16,1365,510,374
16,1378,537,289
16,1367,581,1184
17,624,503,432
17,648,502,272
17,604,539,264
17,577,572,750
17,584,613,1085
17,706,635,360
17,625,636,304
17,658,654,572
17,680,656,342
18,1795,510,546
18,1749,513,572
18,1772,550,198
18,1765,611,192
18,1797,643,176
19,974,550,462
19,908,575,210
19,952,585,216
19,969,629,1080
19,949,665,506
20,1905,615,156
