# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/C - 04(fld 03 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,971,113,168
0,946,124,187
0,1008,138,198
1,480,153,825
1,414,156,250
1,373,171,437
1,457,185,288
1,445,210,208
1,406,242,1333
1,365,252,323
1,402,274,208
2,768,230,204
2,724,259,224
2,778,314,266
2,760,345,1180
2,835,353,481
3,1629,284,2193
3,1763,326,693
3,1616,335,168
3,1868,363,285
3,1796,376,1505
3,1741,379,1088
3,1705,380,156
3,1665,386,266
3,1813,395,196
3,1725,408,520
3,1685,415,323
4,813,431,3190
4,745,432,180
5,1868,363,270
5,1793,376,1295
5,1741,379,1088
5,1665,386,266
5,1813,395,196
5,1725,408,520
5,1687,416,728
5,1878,425,156
5,1657,429,285
5,1825,449,720
5,1759,443,180
5,1794,487,408
5,1754,508,192
5,1611,543,192
5,1683,561,336
6,557,421,210
6,570,430,234
6,516,435,169
6,542,439,612
6,493,466,460
6,490,493,616
6,586,522,399
6,607,544,156
6,568,547,204
6,529,559,247
8,350,497,1749
8,249,491,180
8,384,529,276
8,275,548,456
8,278,586,1036
8,396,592,440
8,421,602,735
8,231,619,1184
8,349,609,323
8,301,614,210
8,332,659,525
9,1611,543,204
9,1682,560,475
9,1607,578,210
9,1678,604,374
10,607,544,156
10,739,594,225
10,648,602,624
10,707,625,999
10,683,635,255
11,1430,596,272
11,1453,597,210
11,1413,604,160
11,1400,614,704
11,1404,659,2256
11,1350,663,221
11,1375,699,240
11,1434,718,156
12,529,559,247
12,396,592,440
12,421,602,735
12,488,615,399
13,1724,578,1450
13,1763,608,725
13,1677,604,357
13,1793,642,990
13,1688,663,1480
13,1656,680,210
13,1735,730,1722
13,1804,751,512
13,1736,779,1092
13,1798,780,416
14,1970,600,756
14,1974,631,440
14,1848,656,1596
14,1978,671,306
14,1904,673,252
14,1994,693,899
14,1950,697,475
14,1917,711,650
14,2024,706,300
14,1947,724,247
14,1972,760,324
14,1880,830,210
14,1847,834,322
15,516,735,176
15,507,773,1152
15,474,802,400
15,440,812,1890
15,482,821,224
15,494,838,210
15,442,852,180
16,1736,778,1050
16,1798,780,375
16,1817,806,738
16,1879,830,195
16,1879,856,352
16,1823,881,456
16,1800,884,437
16,1892,883,252
16,1735,892,400
16,1778,905,170
16,1863,916,1089
16,1887,906,170
16,1744,914,330
16,1786,927,1248
16,1820,926,304
16,1724,940,729
16,1791,955,322
17,1735,892,420
17,1744,917,484
17,1725,941,784
17,1724,1004,600
17,1705,1035,1184
18,1304,977,2279
18,1352,989,192
18,1370,996,165
18,1322,1010,323
18,1347,1027,770
18,1284,1027,165
18,1325,1044,546
18,1250,1058,468
18,1293,1071,2420
18,1252,1081,342
18,1311,1103,400
18,1251,1120,198
18,1229,1123,400
18,1285,1141,2546
18,1320,1135,247
18,1339,1137,289
18,1238,1148,154
18,1355,1163,297
19,530,1036,315
19,589,1048,475
19,601,1060,240
19,608,1093,1824
19,506,1094,323
19,562,1106,342
19,515,1122,551
19,619,1133,143
19,596,1144,196
19,536,1150,480
19,583,1157,384
20,1724,1004,580
20,1757,1005,272
20,1769,1038,2530
20,1705,1035,1152
20,1827,1034,384
20,1826,1066,462
20,1754,1064,384
20,1737,1087,580
20,1830,1085,182
20,1691,1095,340
20,1702,1120,204
20,1730,1143,330
20,1778,1153,567
21,929,1101,999
21,879,1104,780
21,848,1124,399
21,951,1121,168
21,959,1142,693
21,922,1148,341
21,956,1206,256
21,928,1244,165
22,1522,1248,4940
23,1691,1282,247
23,1662,1290,378
23,1757,1305,506
23,1673,1345,550
23,1644,1346,345
23,1704,1350,252
23,1701,1379,744
23,1728,1375,266
24,252,1314,252
24,162,1414,391
24,340,1434,190
24,308,1448,702
24,329,1471,144
24,282,1483,315
25,497,1372,273
25,520,1387,272
25,491,1403,220
25,445,1417,399
25,521,1460,156
26,951,1303,187
26,899,1313,169
26,967,1327,240
26,1001,1326,266
26,932,1361,912
26,896,1356,210
26,972,1415,12733
26,965,1372,165
26,885,1375,342
26,1044,1389,300
26,854,1398,425
26,899,1422,2014
26,868,1425,384
26,1043,1431,1023
26,1073,1427,160
26,885,1436,255
26,1069,1460,1247
26,914,1459,1537
26,1051,1467,900
26,863,1472,306
26,891,1478,460
26,932,1493,1550
26,1005,1508,2254
26,1067,1493,345
26,897,1519,324
26,1062,1520,300
26,913,1534,204
26,1017,1536,200
26,894,1542,288
26,1035,1545,210
26,984,1570,992
26,1020,1565,247
26,950,1572,286
27,458,1648,1470
27,504,1659,400
28,1560,1615,247
28,1587,1797,252
29,504,1659,400
29,423,1692,1968
29,530,1688,273
29,550,1703,360
29,450,1720,240
29,400,1740,224
29,427,1759,875
29,465,1773,798
29,494,1773,304
30,1936,1705,266
30,1889,1813,156
30,1834,1826,875
31,1058,1762,572
31,1210,1800,288
31,1118,1805,228
31,1084,1820,522
31,1180,1817,154
31,1214,1837,150
32,840,1836,2860
32,870,1901,925
32,891,1890,221
32,824,1914,187
32,891,1920,567
34,824,1914,198
34,891,1920,567
34,895,1931,2184
34,842,1956,272
