# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/B - 11(fld 11 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,810,138,945
1,1755,137,342
1,1761,172,340
2,1841,286,1848
2,1813,382,1372
3,251,361,784
3,202,371,340
3,223,408,884
3,283,405,168
4,1181,386,736
5,1480,444,180
5,1345,461,440
5,1469,462,189
5,1410,516,572
5,1370,544,224
6,1725,494,168
6,1685,509,1120
7,1345,461,440
7,1179,498,575
8,172,478,448
8,212,499,208
8,227,521,638
8,120,532,255
8,127,554,380
8,169,586,544
9,518,571,740
9,466,634,270
9,542,649,240
9,517,661,1050
10,929,723,800
10,972,729,529
10,899,753,2107
10,920,789,192
10,889,795,340
10,949,796,304
10,930,821,1443
10,972,835,216
11,1267,791,725
11,1341,834,972
12,1835,862,224
12,1809,868,480
13,428,744,336
13,480,791,180
13,431,891,5840
13,529,884,247
13,519,915,704
13,543,910,306
13,383,941,532
13,389,964,204
13,453,1010,195
14,653,814,975
14,674,838,252
14,599,844,208
14,543,910,306
15,308,928,589
15,384,941,560
15,251,941,420
15,324,952,234
15,389,964,204
16,1341,834,999
16,1375,945,340
16,1408,945,242
17,1184,959,1170
17,1127,961,1457
17,1174,1007,950
18,162,887,228
18,194,930,399
18,188,950,299
19,932,980,832
19,960,996,975
19,1043,1044,1782
20,1900,951,1888
20,1901,1057,180
20,1767,1099,242
21,712,1041,665
21,671,1049,150
21,752,1059,460
21,757,1088,130
21,688,1102,210
21,749,1127,360
21,724,1185,665
21,620,1206,228
22,1174,1009,1353
22,1144,1009,252
22,1206,1133,580
22,1258,1146,580
22,1162,1150,204
23,1044,1045,1988
23,1082,1168,644
23,1056,1177,260
24,1476,1182,300
25,1354,1183,560
25,1325,1210,1715
26,1885,1163,220
26,1909,1175,418
26,1874,1229,750
26,1820,1237,1353
26,1846,1256,224
27,1201,1203,594
27,1125,1275,200
27,1256,1281,624
27,1187,1278,198
27,1227,1280,348
27,1214,1315,551
27,1236,1321,483
27,1258,1323,336
27,1090,1371,272
27,1255,1371,210
27,1211,1386,270
27,1236,1386,231
27,1154,1420,2886
28,724,1186,630
28,620,1206,228
28,628,1235,360
28,525,1243,550
28,582,1268,999
28,542,1296,273
28,561,1309,434
28,615,1313,216
29,1097,1218,2809
29,1033,1233,272
29,1125,1275,260
29,1041,1312,176
29,1049,1341,1320
31,946,1353,288
31,872,1450,600
31,814,1523,198
32,1090,1371,272
32,1044,1396,640
32,1154,1420,2925
33,541,1419,399
33,528,1458,560
33,506,1501,322
34,1236,1386,231
34,1269,1504,600
35,738,1451,806
35,872,1450,600
35,807,1504,2013
35,815,1551,480
35,843,1554,450
36,1157,1645,2016
36,1237,1635,676
37,1393,1706,330
37,1373,1736,360
37,1358,1760,754
37,1405,1768,342
37,1531,1794,231
37,1433,1830,500
37,1586,1855,187
38,1767,1783,275
38,1815,1794,240
38,1532,1794,264
38,1586,1855,198
38,1703,1864,196
38,1763,1895,494
