# /data/jim/alex/VAC/UCH.48h.REF.plateA.n1_AM/E - 04(fld 10 wv Red - Cy5).tif
# cellNo,xcoord,ycoord,size
0,1782,15,192
0,1848,83,28080
0,1602,29,575
0,1724,42,3337
0,1407,32,510
0,1543,49,1656
0,1374,45,506
0,1478,55,336
0,1429,67,1276
0,1391,87,1312
0,1510,79,920
0,1717,77,256
0,1643,103,6767
0,1717,121,2632
0,1372,115,165
0,1548,146,11130
0,1669,133,208
0,1690,151,870
0,1661,167,2400
0,1710,162,504
0,1867,177,1218
0,1427,170,1053
0,1456,188,675
0,1895,185,234
0,1571,187,589
0,1667,235,12878
0,1580,217,2378
0,1526,231,1036
0,1884,243,306
0,1415,257,1537
0,1513,255,987
0,1755,267,1484
0,1480,279,1558
0,1909,275,195
0,1396,284,656
0,1573,304,760
0,1706,321,1443
0,1813,316,630
0,1615,327,513
0,1754,363,7380
0,1561,343,1007
0,1452,347,1175
0,1661,347,624
0,1682,343,240
0,1416,364,300
0,1589,366,420
0,1630,447,19716
0,1785,403,3196
0,1503,410,3348
0,1446,413,456
0,1910,422,270
0,1491,452,1375
0,1557,448,480
0,1898,476,1296
0,1710,482,340
0,1834,486,552
0,1688,526,320
1,460,143,544
1,402,148,450
1,411,178,330
1,491,181,180
1,420,218,1656
1,377,221,240
1,338,232,574
1,472,258,414
1,384,282,4232
1,327,312,660
1,481,304,255
1,348,323,190
1,528,333,648
1,447,331,252
1,398,334,357
1,349,346,608
1,442,403,1470
1,497,420,396
2,523,332,999
2,627,347,4715
2,689,366,476
2,628,402,2300
2,591,397,306
2,677,431,325
2,763,445,500
2,588,458,1360
2,718,464,187
3,424,445,506
3,587,459,1620
3,449,461,195
3,335,465,270
3,399,479,2432
3,317,498,3382
3,458,499,2091
3,439,508,266
3,515,512,171
3,414,524,1288
3,570,524,414
3,356,534,300
3,579,551,1584
3,424,575,304
3,554,589,612
3,360,596,2418
3,424,628,255
3,390,637,408
3,528,639,651
3,364,650,800
4,1663,782,588
4,1676,819,234
4,1647,828,775
4,1794,834,800
4,1758,862,2646
4,1663,851,598
4,1689,850,225
4,1688,873,588
4,1725,912,2414
4,1650,920,403
4,1780,937,1517
4,1696,948,2346
4,1864,946,294
4,1898,961,460
4,1640,967,256
4,1663,978,391
5,1082,775,176
5,855,885,152
5,841,917,221
5,803,938,286
5,839,938,748
5,818,990,1296
5,1081,983,330
5,741,989,286
5,959,996,560
5,917,998,195
5,804,1010,256
5,844,1013,156
5,746,1028,972
5,875,1030,1000
5,786,1035,690
5,920,1026,156
5,750,1057,528
5,924,1055,176
5,825,1055,208
5,849,1059,342
5,891,1070,294
5,843,1081,240
5,806,1087,323
5,781,1087,238
5,895,1099,238
5,858,1099,176
5,833,1106,594
5,789,1174,286
5,725,1238,775
5,667,1238,440
5,748,1265,728
5,677,1280,288
5,730,1295,209
5,724,1311,987
5,651,1320,896
5,623,1337,198
5,672,1371,240
5,894,1410,168
5,610,1414,182
5,1146,1425,357
5,1097,1434,750
5,638,1455,280
5,621,1486,288
5,619,1550,280
6,323,683,1085
6,274,678,256
6,368,686,782
6,356,740,9472
6,267,736,1836
6,278,780,4380
6,478,777,1034
6,405,783,875
6,449,789,992
6,489,811,2279
6,383,802,228
6,343,812,408
6,521,833,1376
6,369,826,384
6,406,827,299
6,288,860,1218
6,494,858,345
6,465,863,234
6,598,870,598
6,431,878,612
6,466,880,418
6,480,907,2928
6,256,894,861
6,367,897,450
6,273,918,2432
6,339,934,800
6,536,1017,8712
6,414,987,832
6,248,997,528
6,290,1042,3402
6,447,1027,221
6,234,1037,340
6,610,1053,1517
6,431,1056,460
6,341,1066,950
6,285,1094,3225
6,353,1106,810
6,501,1098,182
6,429,1106,256
6,404,1107,195
6,324,1133,462
6,529,1136,224
6,362,1144,208
6,300,1152,750
6,481,1156,253
7,1202,1419,5040
7,1146,1426,399
7,1097,1435,780
7,1118,1467,306
